Tiempo(s),Pitch(rad),Roll(rad),Yaw(rad)
561.35,-0.047,-0.047,-2.375,0.5,0.058,5.0,100,-33.467225,-70.657605,0,MANUAL
561.48,-0.047,-0.047,-2.375,0.5,0.058,5.0,100,-33.467225,-70.657605,0,MANUAL
561.71,-0.047,-0.047,-2.375,0.5,0.058,5.0,100,-33.467225,-70.657605,0,MANUAL
561.97,-0.046,-0.047,-2.375,0.5,0.058,5.0,100,-33.467225,-70.657605,0,MANUAL
562.22,-0.047,-0.047,-2.375,0.5,0.068,5.0,100,-33.467225,-70.657605,0,MANUAL
562.45,-0.046,-0.047,-2.376,0.5,0.068,5.0,100,-33.467225,-70.657605,0,MANUAL
562.89,-0.047,-0.047,-2.376,0.5,0.068,5.0,100,-33.467225,-70.657605,0,MANUAL
563.0,-0.046,-0.047,-2.377,0.5,0.068,5.0,100,-33.467225,-70.657605,0,MANUAL
563.21,-0.046,-0.047,-2.377,0.5,0.088,5.0,100,-33.467225,-70.657605,0,MANUAL
563.49,-0.046,-0.047,-2.377,0.5,0.088,5.0,100,-33.467225,-70.657605,0,MANUAL
563.67,-0.046,-0.047,-2.377,0.5,0.088,5.0,100,-33.467225,-70.657605,0,MANUAL
563.9,-0.046,-0.047,-2.377,0.5,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
564.14,-0.046,-0.047,-2.377,0.5,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
564.37,-0.046,-0.047,-2.377,0.5,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
564.57,-0.046,-0.047,-2.377,0.628,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
564.83,-0.046,-0.047,-2.376,0.628,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
565.05,-0.046,-0.047,-2.376,0.628,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
565.28,-0.046,-0.047,-2.376,0.628,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
565.54,-0.047,-0.047,-2.376,0.628,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
565.77,-0.047,-0.047,-2.375,0.628,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
566.05,-0.047,-0.047,-2.375,0.628,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
566.23,-0.047,-0.047,-2.375,0.628,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
566.49,-0.047,-0.047,-2.375,0.628,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
566.77,-0.047,-0.047,-2.375,0.628,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
567.05,-0.046,-0.047,-2.375,0.628,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
567.26,-0.047,-0.047,-2.375,0.628,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
567.49,-0.046,-0.047,-2.375,0.628,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
567.72,-0.046,-0.047,-2.375,0.628,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
567.95,-0.046,-0.047,-2.375,0.628,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
568.13,-0.047,-0.047,-2.375,0.655,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
568.41,-0.046,-0.047,-2.375,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
568.64,-0.047,-0.047,-2.375,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
568.87,-0.046,-0.047,-2.376,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
569.12,-0.047,-0.047,-2.376,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
569.35,-0.046,-0.047,-2.375,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
569.58,-0.047,-0.047,-2.375,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
569.81,-0.046,-0.047,-2.376,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
570.17,-0.047,-0.047,-2.375,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
570.37,-0.046,-0.047,-2.375,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
570.63,-0.046,-0.047,-2.376,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
570.86,-0.047,-0.047,-2.376,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
571.07,-0.047,-0.047,-2.376,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
571.29,-0.046,-0.047,-2.377,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
571.52,-0.046,-0.047,-2.377,0.655,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
571.74,-0.046,-0.047,-2.378,0.668,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
572.02,-0.046,-0.046,-2.378,0.668,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
572.22,-0.046,-0.047,-2.378,0.668,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
572.45,-0.046,-0.047,-2.379,0.668,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
572.7,-0.046,-0.047,-2.379,0.668,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
572.91,-0.046,-0.047,-2.379,0.668,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
573.14,-0.046,-0.047,-2.379,0.668,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
573.37,-0.046,-0.047,-2.38,0.668,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
573.62,-0.046,-0.047,-2.38,0.668,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
573.85,-0.046,-0.047,-2.379,0.668,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
574.21,-0.046,-0.047,-2.379,0.668,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
574.39,-0.046,-0.047,-2.379,0.668,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
574.64,-0.047,-0.047,-2.379,0.668,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
574.92,-0.046,-0.047,-2.379,0.668,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
575.1,-0.047,-0.047,-2.379,0.668,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
575.31,-0.047,-0.047,-2.378,0.709,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
575.59,-0.047,-0.047,-2.378,0.709,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
575.8,-0.047,-0.047,-2.378,0.709,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
576.08,-0.047,-0.047,-2.378,0.709,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
576.26,-0.047,-0.047,-2.378,0.709,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
576.52,-0.047,-0.047,-2.378,0.709,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
576.72,-0.047,-0.047,-2.378,0.709,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
576.96,-0.047,-0.047,-2.377,0.709,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
577.18,-0.047,-0.047,-2.377,0.709,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
577.41,-0.047,-0.047,-2.377,0.709,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
577.79,-0.047,-0.047,-2.377,0.709,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
578.0,-0.047,-0.047,-2.377,0.709,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
578.21,-0.047,-0.047,-2.377,0.709,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
578.5,-0.047,-0.047,-2.376,0.709,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
578.68,-0.047,-0.047,-2.376,0.709,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
578.92,-0.047,-0.047,-2.376,0.757,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
579.15,-0.047,-0.047,-2.376,0.757,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
579.39,-0.047,-0.047,-2.376,0.757,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
579.59,-0.047,-0.047,-2.375,0.757,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
579.85,-0.047,-0.047,-2.375,0.757,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
580.08,-0.047,-0.047,-2.375,0.757,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
580.29,-0.047,-0.047,-2.375,0.757,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
580.56,-0.047,-0.047,-2.375,0.757,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
580.79,-0.047,-0.047,-2.375,0.757,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
581.0,-0.047,-0.047,-2.375,0.757,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
581.21,-0.047,-0.047,-2.374,0.757,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
581.46,-0.047,-0.047,-2.374,0.757,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
581.72,-0.047,-0.047,-2.374,0.757,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
582.05,-0.047,-0.047,-2.374,0.757,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
582.26,-0.047,-0.047,-2.374,0.757,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
582.46,-0.047,-0.047,-2.374,0.802,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
582.72,-0.047,-0.047,-2.373,0.802,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
582.95,-0.047,-0.047,-2.373,0.802,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
583.18,-0.047,-0.047,-2.373,0.802,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
583.41,-0.047,-0.047,-2.373,0.802,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
583.67,-0.046,-0.047,-2.373,0.802,0.004,5.0,100,-33.467225,-70.657605,0,MANUAL
583.87,-0.046,-0.047,-2.372,0.802,0.004,5.0,100,-33.467225,-70.657605,0,MANUAL
584.13,-0.046,-0.047,-2.372,0.802,0.004,5.0,100,-33.467225,-70.657605,0,MANUAL
584.35,-0.046,-0.047,-2.372,0.802,0.004,5.0,100,-33.467225,-70.657605,0,MANUAL
584.58,-0.046,-0.047,-2.372,0.802,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
584.97,-0.046,-0.047,-2.372,0.802,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
585.05,-0.046,-0.047,-2.372,0.802,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
585.3,-0.046,-0.047,-2.371,0.802,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
585.64,-0.047,-0.047,-2.371,0.802,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
585.85,-0.046,-0.047,-2.371,0.802,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
586.05,-0.047,-0.047,-2.371,0.836,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
586.32,-0.046,-0.047,-2.371,0.836,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
586.53,-0.046,-0.047,-2.371,0.836,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
586.76,-0.046,-0.047,-2.37,0.836,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
587.03,-0.046,-0.047,-2.37,0.836,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
587.23,-0.046,-0.047,-2.37,0.836,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
587.44,-0.046,-0.047,-2.37,0.836,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
587.7,-0.046,-0.047,-2.37,0.836,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
587.93,-0.047,-0.047,-2.37,0.836,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
588.16,-0.046,-0.047,-2.37,0.836,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
588.39,-0.047,-0.047,-2.369,0.836,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
588.62,-0.047,-0.047,-2.369,0.836,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
588.88,-0.046,-0.047,-2.369,0.836,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
589.21,-0.047,-0.047,-2.369,0.836,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
589.42,-0.046,-0.047,-2.369,0.836,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
589.64,-0.046,-0.047,-2.369,0.855,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
589.97,-0.047,-0.047,-2.368,0.855,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
590.1,-0.047,-0.047,-2.368,0.855,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
590.33,-0.047,-0.047,-2.368,0.855,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
590.58,-0.047,-0.047,-2.368,0.855,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
590.81,-0.047,-0.047,-2.368,0.855,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
591.04,-0.046,-0.047,-2.368,0.855,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
591.28,-0.047,-0.047,-2.368,0.855,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
591.5,-0.046,-0.047,-2.367,0.855,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
591.71,-0.046,-0.047,-2.367,0.855,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
591.99,-0.047,-0.047,-2.367,0.855,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
592.17,-0.047,-0.047,-2.367,0.855,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
592.45,-0.047,-0.047,-2.367,0.855,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
592.81,-0.047,-0.047,-2.367,0.855,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
592.99,-0.047,-0.047,-2.367,0.855,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
593.22,-0.047,-0.047,-2.367,0.862,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
593.5,-0.047,-0.047,-2.367,0.862,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
593.68,-0.047,-0.047,-2.366,0.862,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
593.94,-0.047,-0.047,-2.366,0.862,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
594.2,-0.047,-0.047,-2.366,0.862,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
594.4,-0.047,-0.047,-2.366,0.862,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
594.61,-0.047,-0.047,-2.366,0.862,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
594.87,-0.047,-0.047,-2.366,0.862,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
595.1,-0.047,-0.047,-2.366,0.862,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
595.31,-0.047,-0.047,-2.366,0.862,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
595.54,-0.047,-0.047,-2.366,0.862,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
595.79,-0.047,-0.047,-2.366,0.862,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
596.05,-0.047,-0.047,-2.366,0.862,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
596.22,-0.047,-0.047,-2.365,0.862,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
596.48,-0.047,-0.047,-2.365,0.862,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
596.87,-0.047,-0.047,-2.365,0.888,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
597.07,-0.047,-0.047,-2.365,0.888,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
597.27,-0.047,-0.047,-2.365,0.888,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
597.5,-0.047,-0.047,-2.365,0.888,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
597.78,-0.047,-0.047,-2.365,0.888,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
597.96,-0.047,-0.047,-2.365,0.888,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
598.19,-0.047,-0.047,-2.364,0.888,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
598.43,-0.047,-0.047,-2.364,0.888,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
598.66,-0.047,-0.047,-2.364,0.888,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
598.89,-0.047,-0.047,-2.364,0.888,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
599.12,-0.047,-0.047,-2.364,0.888,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
599.35,-0.047,-0.047,-2.364,0.888,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
599.62,-0.047,-0.047,-2.363,0.888,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
599.8,-0.047,-0.047,-2.363,0.888,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
600.05,-0.047,-0.047,-2.363,0.888,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
600.38,-0.047,-0.047,-2.363,0.909,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
600.65,-0.047,-0.047,-2.363,0.909,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
600.85,-0.047,-0.047,-2.362,0.909,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
601.08,-0.047,-0.047,-2.362,0.909,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
601.36,-0.047,-0.047,-2.362,0.909,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
601.54,-0.047,-0.047,-2.362,0.909,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
601.77,-0.047,-0.047,-2.362,0.909,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
602.05,-0.047,-0.047,-2.361,0.909,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
602.23,-0.047,-0.047,-2.361,0.909,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
602.48,-0.047,-0.047,-2.361,0.909,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
602.69,-0.047,-0.047,-2.361,0.909,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
602.94,-0.047,-0.047,-2.361,0.909,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
603.17,-0.047,-0.047,-2.36,0.909,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
603.4,-0.047,-0.047,-2.36,0.909,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
603.64,-0.047,-0.047,-2.36,0.909,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
604.04,-0.047,-0.047,-2.36,0.915,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
604.22,-0.046,-0.047,-2.36,0.915,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
604.43,-0.046,-0.047,-2.359,0.915,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
604.66,-0.046,-0.047,-2.359,0.915,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
604.9,-0.046,-0.047,-2.359,0.915,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
605.1,-0.046,-0.047,-2.359,0.915,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
605.36,-0.046,-0.047,-2.359,0.915,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
605.59,-0.046,-0.047,-2.359,0.915,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
605.82,-0.046,-0.047,-2.358,0.915,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
606.04,-0.046,-0.047,-2.358,0.915,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
606.27,-0.046,-0.047,-2.358,0.915,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
606.5,-0.046,-0.047,-2.358,0.915,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
606.76,-0.046,-0.047,-2.358,0.915,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
606.98,-0.047,-0.047,-2.357,0.915,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
607.19,-0.047,-0.047,-2.357,0.915,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
607.54,-0.047,-0.047,-2.357,0.934,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
607.67,-0.047,-0.047,-2.357,0.934,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
607.9,-0.047,-0.047,-2.357,0.934,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
608.23,-0.047,-0.047,-2.356,0.934,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
608.51,-0.047,-0.047,-2.356,0.934,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
608.69,-0.047,-0.047,-2.356,0.934,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
608.92,-0.047,-0.047,-2.356,0.934,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
609.2,-0.047,-0.047,-2.356,0.934,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
609.4,-0.047,-0.047,-2.355,0.934,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
609.63,-0.047,-0.047,-2.355,0.934,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
609.84,-0.047,-0.047,-2.355,0.934,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
610.1,-0.047,-0.047,-2.355,0.934,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
610.33,-0.047,-0.047,-2.354,0.934,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
610.58,-0.047,-0.047,-2.354,0.934,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
610.78,-0.047,-0.047,-2.354,0.934,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
611.19,-0.047,-0.047,-2.354,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
611.24,-0.047,-0.047,-2.354,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
611.47,-0.047,-0.047,-2.354,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
611.72,-0.047,-0.047,-2.353,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
612.1,-0.047,-0.047,-2.353,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
612.28,-0.047,-0.047,-2.353,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
612.51,-0.047,-0.047,-2.353,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
612.76,-0.047,-0.047,-2.352,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
612.99,-0.047,-0.047,-2.352,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
613.19,-0.047,-0.047,-2.352,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
613.45,-0.047,-0.047,-2.352,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
613.65,-0.047,-0.047,-2.352,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
613.91,-0.047,-0.047,-2.351,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
614.14,-0.047,-0.047,-2.351,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
614.34,-0.047,-0.047,-2.351,0.954,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
614.69,-0.047,-0.047,-2.351,0.973,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
614.82,-0.047,-0.047,-2.35,0.973,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
615.08,-0.047,-0.047,-2.35,0.973,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
615.38,-0.047,-0.047,-2.35,0.973,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
615.69,-0.047,-0.047,-2.35,0.973,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
615.84,-0.047,-0.047,-2.35,0.973,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
616.1,-0.047,-0.047,-2.349,0.973,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
616.35,-0.047,-0.047,-2.349,0.973,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
616.56,-0.047,-0.047,-2.349,0.973,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
616.78,-0.047,-0.047,-2.349,0.973,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
617.04,-0.047,-0.047,-2.348,0.973,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
617.24,-0.047,-0.047,-2.348,0.973,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
617.5,-0.047,-0.047,-2.348,0.973,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
617.7,-0.047,-0.047,-2.348,0.973,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
617.93,-0.047,-0.047,-2.348,0.973,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
618.26,-0.047,-0.047,-2.347,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
618.42,-0.047,-0.047,-2.347,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
618.65,-0.047,-0.047,-2.347,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
618.87,-0.047,-0.047,-2.347,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
619.26,-0.047,-0.047,-2.346,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
619.43,-0.047,-0.047,-2.346,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
619.66,-0.047,-0.047,-2.346,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
619.92,-0.047,-0.047,-2.346,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
620.12,-0.047,-0.047,-2.346,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
620.35,-0.047,-0.047,-2.345,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
620.61,-0.047,-0.047,-2.345,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
620.81,-0.047,-0.047,-2.345,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
621.07,-0.047,-0.047,-2.345,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
621.27,-0.047,-0.047,-2.344,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
621.5,-0.047,-0.047,-2.344,0.995,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
621.83,-0.047,-0.047,-2.344,1.008,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
621.98,-0.047,-0.047,-2.344,1.008,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
622.21,-0.047,-0.047,-2.343,1.008,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
622.44,-0.047,-0.047,-2.343,1.008,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
622.8,-0.047,-0.046,-2.343,1.008,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
623.03,-0.047,-0.047,-2.343,1.008,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
623.25,-0.047,-0.047,-2.343,1.008,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
623.51,-0.047,-0.046,-2.342,1.008,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
623.71,-0.047,-0.047,-2.342,1.008,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
